ID,Title,Delivery Team,PreConditions,Section,Section Hierarchy,Steps (Expected Result),Steps (Step),Tags,Type,Can be automated on Printers,Can be automated on Simulators,Cannot be automated,Need Information,Dependencies,Comments,
C52021158,Verify for supported protocols from EWS.,,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result
1. It should be available.
2. All the protocols should be available for specific products.
3.Ensure after powercycled,old values(previously setting values) should be return.
4.EWS should reflect printer's default settings.","Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:

1.Verify for Enable/Disable options across all the protocols.
2.Navigate to Network tab->Advanced settings->Check 
for the below protocols which supports only for 
OfficeJet Pro/Page wide Products.
->P9100
->IPP
->LPD
->Bonjour
->Microsoft Web Services
->SLP
->SNMP
->Syslog
->LLMNR
->WINS
->Advanced DHCP settings
For other Products, it should display Certificates and 
Bonjour.
Note: As per new implmentation some of the ICS SOL 
product will support above mentioned protocols.

3.Power cycle printer.
4.Perform a cold-reset.",Dune-Ares2.0,Manual,Yes,Yes,,Yes,,Need clarification about Cold Reset ,
C52021159,Verify for wireless network from EWS wireless setup wizard.,,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:
1. Printer should get the wireless IP and EWS page should accessible.
Do a ""ping"" from command prompt.","1. 1. Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Open the Web UI.
Navigate to Network tab 
Goto Wireless->Click on the link->Wireless Setup Wizard->Click on ""Next"" button to Search for the wireless router.
Select a Wireless network name  from the list of networks displayed and click on ""Next"" to get the wireless IP address.",Dune-Ares2.0,Manual,Yes,Yes,,,,,
C52021160,Verify hostname display in EWS page and on UI when connection method is changed from Wired to Wireless or vice versa,Workstream: Connectivity,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:
The hostname should be updated based on MAC address of the eth0 and consistent  in all path.
Expected Result:
The hostname should be updated based on MAC address of the wlan0 and consistent  in all path.","1. Connect printer to network via Wired or wirelss

2. Check the hostname from below path, all of them are consistent with MAC address of eth0:

Path#1:EWS -> Network -> Network Setting -> Identification

Path#2:EWS -> Network -> Network Setting -> WiFi/Primary ethernet -> Status

Path#3:FPUI -> Menu -> Info -> Connectivity -> Wifi / Ethernet

Path#4:FPUI -> Menu -> Settings ->Network Settings -> WiFi /Ethernet-> View Details
4. Disconnect the wired and connect it to WiFi.

5. Check the hostname from above 4 paths.

1.If the printer supports only Wireless (Victoria).
2.Connect the device to wireless network.
3.Verify its hostname from below paths, all of them are consistent with MAC address of wlan0.
Path#1:EWS -> Network -> Network Setting -> Identification

Path#2:EWS -> Network -> Network Setting -> WiFi -> Status

Path#3:FPUI -> Menu -> Info -> Connectivity -> Wifi

Path#4:FPUI -> Menu -> Settings ->Network Settings -> WiFi -> View Details",Dune-Ares2.0,Manual,,Yes,Cannot be automated,,,front panel,
C52021161,Verify printer error status in the EWS page,Workstream: Connectivity,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"1. 1. It should display the appropriate message ""cartridge Missing""


2. It should display the appropriate message ""Paper jam""

1. It should display the appropriate message ""Paper tray empty""
1. It should display the appropriate message ""Front/top door open""
1.Printer should not print the report or any document when it is in error state.
2.Should prompt warning or error message.","1. 1. Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

1.Remove the cartridges from the printer. 
2.Open the Web UI of the printer.
3.Check for the status of the printer.


1.Create a paper jam in the printer while printing.
2.Open the Web UI of the printer.
3.Check for the status of the printer.


1. Keep the paper tray empty.
2.Open the Web UI of the printer.
3.Check for the status of the printer.



1. Open the printer's front door.
Verify for the error status in the Web UI.
1.When printer is in above error state, try to print any report or print using driver.",Dune-Ares2.0,Manual,,,Cannot be automated,,,front door open,
C52021162,Verify printing Configuration page after modifying connection type,,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:
1. Network configuration page should be printed with all networking details
Active connection type should be seen as Wired when printer is connected in wired mode 
Active connection type should be seen as wireless when printer is connected in wireless mode","1. 1. Test Pre-Requisite:
Upgrade the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6
 
1. Connect the printer in wired mode 
2. Print the configuration page from Control Panel or Web UI 
3. Now connect the printer in wireless mode 
4.Print the configuration page from Control Panel or Web UI",Dune-Ares2.0,Manual,Yes,Yes,,,,,
C52021163,Verify printing Configuration page after modifying Host name,Workstream: Connectivity,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:
1.EWS will show a page to inform that special charecters  are not allowed in hostname
2. Network configuration page should be printed with all networking details.
Hostname modified should be seen appropriately in the configu
ration page printed.
3.EWS will show a page to inform that spaces are not allowed in hostname
4.EWS will show changes has been done successfully.
5.EWS will reflect the correct host name which you set on Previous hostname.
6.Both Config page and EWS should reflect hostname as default settings.","1. 1. Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Go to printer EWS -> Networking tab -> General ->Network identification.
1. Change printer's hostname to any Special characters 
(e.g: ""!@#$%^&*()_"")
2. Modify the host name and print the configuration page from Control Panel or Web UI
3.  Change printer's hostname to any 15 characters (including space) 
(e.g: ""abcedfh gjklpoi"")
4.Change printer's host name to any 15 characters(e.g: ""ABCdefghi123456"")
5.After new host name has been successfully changed, power cycle the printer and Print config page.
6.Perform a RFD/cold-reset .
Print config page.",Dune-Ares2.0,Manual,Yes,Yes,,,,RFD-IP changes,
C52021164,Verify printing Configuration page after modifying IPv4 settings,Workstream: Connectivity,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:
1. Network configuration page should be printed with all networking details 
Configuration source should be seen as Manual and appropriate IP address, Subnet mask and gateway should be seen in the configuration page printed. 
Also the primary and secondary DNS addresses entered should be seen properly.
6.Ensure after printer is power cycled, all settings changed still remains.
7.Ensure user is unable to ping the old IP address.
Ensure user is able to ping the new changed IP address.
Ensure config page is reflecting the correct changes (e.g: ""Configuration Source: DHCP"")
Ensure user is able to browse to printer EWS using the new changed IP address.
8.Config page should reflect the Configuration Source as ""Auto/DHCP"".
Both config page and EWS should reflect printer's default settings.","1. 1. Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4
 
1. Web Into the printer. 
2. Go to wired/wireless-->IPv4 settings. 
3. Change the config method to manual and enter appropriate IP address, subnet mask and gate way. 
4. Also enter the Primary and secondary DNS server addresses 
5.Print the configuration page from Control Panel or Web UI
6.Power cycle the printer.
7.Check DHCP-->Manual to Dhcp.
8.Perform RND and RFD or a cold-reset & Print config page.",Dune-Ares2.0,Manual,,,Cannot be automated,,,output need to be verified manually,
C52021165,Verify printing Configuration page after modifying IPv6 settings,Workstream: Connectivity,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:
 Network configuration page should be printed with all networking details 
Primary and secondary DNS addresses entered should be seen properly 
Manual IPv6 address entered should be seen appropriately with Prefix length
Ensure after power cycled it should retain old values.
Should be able to ping manual ipv6 address
IPv6 manual configuration should get clear","1. 1. Test Pre-Requisite:
Upgrade the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV6
 
1. Web Into the printer. 
2. Go to wired/wireless-->IPv6 settings. 
3. Enter Manual IPv6 address(eg: 2001:DB8::2:21A:4BFF:FE53:xxxx) and also primary and secondary DNS server IP addresses 
4.Print the configuration page from Control Panel or Web UI
5. Power cycle the printer & Print config page
6.Ping the manual Ipv6 address.
6.Perform RND and RFD from EWS",Dune-Ares2.0,Manual,,,Cannot be automated,,,output need to be verified manually,
C52021166,Verify printing Configuration page after modifying Wireless settings,,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:
1. Network configuration page should be printed with all networking details
Status should be seen as connected under Wireless. 
Hardware address of the printer, Communication mode and the SSID should be seen appropriately in the configuration page printed","1. 1. Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

1. Connect the printer in wireless mode 
2.Print the configuration page from Control Panel or Web UI",Dune-Ares2.0,Manual,,,Cannot be automated,,,Configuration page need to verify manually,
C52021167,Verify the address fields in Network IPV6 configuration page.,,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:
1. All the fields should be updated/displayed with manual IPV6 address.
2. Web UI should be accessible.
3. Printer should not crash.","1. 1. Web into the printer and navigate to Network tab.
Click on IPV6 configuration -> Enter Manual IPV6 address, Manual Preferred DNS server and Manual Alternate DNS server address.",Dune-Ares2.0,Manual,Yes,Yes,,,,,
C52021168,Verify the model name and firmware version of the printer.,Workstream: Connectivity,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"1. 1. Web UI should display the correct firmware version
2. Front panel should display the proper firmware version.
3. It should display the correct model name.","1. 1. Access the Web UI of the printer.
Navigate to General->About printer tab and verify for the latest firmware version of the printer.
Expected Result:
Web UI should display the correct firmware version
2. Goto Printer's front panel -> Menu -> Info -> Printer
Verify the firmware version.
Expected Result:
Front panel should display the proper firmware version.
3. Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Access the Web UI of the printer.
Verify the model name of the printer.",Dune-Ares2.0,Manual,,Yes,Cannot be automated,,,front panel,
C52021169,Verify the modified hostname after upgrading with the latest firmware,Workstream: Connectivity,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:
1. EWS and Front panel/SNMP should reflect the modified hostname when changed before flashing the printer.
2. EWS and Front panel/SNMP should reflect the same modified hostname.
Expected Result:
1. Protocols status and Configuration should retain over Firmware Upgrade.","1. 1. Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

1.Modify the hostname of the printer from EWS.
2.Upgrade the printer with latest firmware.
Connect the device in wired/wireless network.
Open the Web UI of the printer and navigate to Network tab->Network Identification->verify the hostname.
3. Downgrade the printer with previous firmware.
Connect the device in wired/wireless network.
Open the Web UI of the printer.
Navigate to Network tab->Network Identification->Check the Hostname.
Check the below configuration from EWS over FW upgrade/downgrade
1.Bonjour service name/Bonjour Configuration
2.Airprint status
3.WSD status
4.SNMP status/configuration
5.IP Config method
6.Domain name
7.Mac address",Dune-Ares2.0,Manual,Yes,Yes,,,,,
C52021170,Verify the printer behaviour after doing restore factory defaults,Workstream: Connectivity,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:
1. Printer has to display and come up with default settings after restore factory defaults.
2. All network settings has to be cleared.
Expected Result:
1. Printer has to display and come up with default settings after restore factory defaults.
2.SNMP status : SNMP v1/v2 should be enable with ReadOnly Max access
SNMP v3 status should be disabled
3.Proxy server configuration must be cleared and proxy status should be set to no proxy option after RFD
4.Airprint configuration such as Location name, printer name, Geographical location must be cleared and should set to its default values
5.Custom hostname must clear and should get to its default hostname
6.Syslog configuration must be cleared i.e., server IP should be cleared,
port number should be reset to default(514),
protocol reset to UDP and severity reset to default
Syslog status must be disabled
All network settings has to be cleared. 2.SNMP status : SNMP v1/v2 should be enable with ReadOnly Max access SNMP v3 status should be disabled 3.Proxy server configuration must be cleared and proxy status should be set to no proxy option after RFD 4.Airprint configuration such as Location name, printer name, Geographical location must be cleared and should set to its default values 5.Custom hostname must clear and should get to its default hostname 6.Syslog configuration must be cleared i.e., server IP should be cleared, port number should be reset to default(514), protocol reset to UDP and severity reset to default Syslog status must be disabled","1. 1. Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Web into the printer.
Navigate to Settings tab.
1.Choose Restore Defaults->Restore Factory defaults.
2. Choose Restore Defaults-> Restore Network settings
Test Pre-Requisite: Upgarde the printer with latest firmware. Connect the device in wired/wireless network mode. Protocols: IPV4/IPV6
OS : Mac, Windows

Web into the printer.
Navigate to Settings tab.
1.Choose Restore Defaults->Restore Factory defaults.
2.Check SNMP configuration
3.Check Proxy configuration
4.Check Airprint configuration
5.Check Hostname
6.Check syslog configuration
1.Choose Restore Defaults->Restore Network Settings
2.Check SNMP configuration
3.Check Proxy Configuration
4.Check Airprint Configuration
5.Check Hostname
6.Check Syslog configuration",Dune-Ares2.0,Manual,,Yes,Cannot be automated,,,front panel,
C52021171,Verify the printer behaviour when changing hostname and bonjour name simultaneously from EWS-FP-SNMP,,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:
1. Printer should not crash. Changes should be reflected across all the places.","1. 1. Web into the printer and navigate to Network tab.
Goto Network Identification->Hostname->Change the Hostname and click on ""Apply"".
Goto Advanced settings->Bonjour->Change the Bonjour Service name.
Shutdown the printer.
Repeat step2 and step3 continuously for more than 2/3 times from EWS or Front Panel or SNMP.",Dune-Ares2.0,Manual,Yes,Yes,,,,,
C52021172,Verify the printer behaviour when it is in sleep mode at several conditions.,Workstream: Connectivity,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:
1. Printer should go to sleep mode within the time duration.
2. Web UI should be accessible when the printer is in sleep mode.
3. Printer should be discovered.
4. Printer should not wake up when changing the settings from EWS.
5. Printer should not crash.
6.Printer should not wake up when EWS is accessed. 
 Printer should not wake up when all of the Link Speed is tested.","Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

1.Web into the printer and navigate to Settings tab.
Set the Power Management Energy save mode to 
default.
2. Access the Web UI.
3. Goto Network Explorer page when printer is in sleep mode @ different time intervals.
4. When printer is in sleep mode, access the EWS page and navigate to Network tab and do some changes in the Web UI.
5. Wake up the printer from sleep mode
6. Change Link Speed in this sequence:
- 10 Full
- 10 Half
- 100 Full
- 100 Half
- Auto
 Click Apply for each option.
7.Ensure Printer is in Sleep Mode.",Dune-Ares2.0,Manual,Yes,Yes,,,,,
C52021173,Verify whether pinging is successful with modified hostname and  hostname after Reset.,Workstream: Connectivity,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:
1. Ping should be successful.
2.Printer shall not be able to ping for printer's hostname. (Request timed out)
1.Default Hostname should not change over Restore factory defaults and restore network setting.

1. Hostname and domain names should revert back to their default names after Restore network defaults/Restore factory defaults/Reset User Settings/Reset User Data.","1. 1. Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Web into the printer and navigate to network tab->network identification->Modify the hostname.
1.Open a command prompt and do a ping ""hostname"" of the printer.
2.Power cycle the printer and Using printer's hostname, Type the following at the command prompt: ping printer hostname
Test is to verify the default Hostname after RFD/RND

1.Perform RFD/RND from EWS page
2.Check the default hostname
Test is to verify the Hostname and Domain name after Restore network defaults/Restore factory defaults/Reset User Settings/Reset User Data.

1.Modify Hostname and Domain names.
2.Perform Restore network defaults/Restore factory defaults/Reset User Settings/Reset User Data.
3.Once the device comes to ready state launch EWS page and check the Hostname and domain name.
4.Check the same from UI.",Dune-Ares2.0,Manual,,Yes,Cannot be automated,,,front panel,
C52021174,1554 Advanced Link Speed-028,Workstream: Connectivity,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:
Ensure config page is reflecting the correct settings.
EWS -> Networking -> Status -> Wired (802.3) should reflect the correct settings.
(Note: Ensure that the network linkspeed is the same as the printer linkspeed).
Expected Result:
Ensure config page is reflecting the correct settings.
EWS -> Networking -> Status -> Wired (802.3) should reflect the correct settings.
Expected Result:

Ensure config page is reflecting the correct settings.
EWS -> Networking -> Status -> Wired (802.3) should reflect the correct settings.
(Note: Ensure that the network linkspeed is the same as the printer linkspeed).


Expected Result:

Ensure config page is reflecting the correct settings.

EWS -> Networking -> Status -> Wired (802.3) should reflect the correct settings.

(Note: Ensure that the network linkspeed is the same as the printer linkspeed).


Expected Result:
Ensure config page is reflecting the correct settings.
EWS -> Networking -> Status -> Wired (802.3) should reflect the correct settings.
Expected Result:
Config page should reflect the Link Settings as ""Auto"".
Both config page and EWS should reflect printer's default settings.
Expected Result:
Config page should reflect the Link Settings as ""Auto"".
Both config page and EWS should reflect printer's default settings.
Expected Result:
Ensure config page is reflecting the correct settings.
EWS -> Networking -> Status -> Wired (802.3) should reflect the correct settings.
(Note: Ensure that the network linkspeed is the same as the printer linkspeed).
Expected Result:
Ensure config page is reflecting the correct settings.
EWS -> Networking -> Status -> Wired (802.3) should reflect the correct settings.
(Note: Ensure that the network linkspeed is the same as the printer linkspeed).
Expected Result:
Ensure config page is reflecting the correct settings.
EWS -> Networking -> Status -> Wired (802.3) should reflect the correct settings.
Expected Result:
Config page should reflect the Link Settings as ""Auto"".
Both config page and EWS should reflect printer's default settings.
Expected Result:

Config page should reflect the Link Settings as ""Auto"".
Both config page and EWS should reflect printer's default settings.","Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:
1.Select link speed settings 100TX Half Link.
2.Click Apply.
3.Print config page
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:
1.Check Auto Link Settings radio button.
2.Click Apply.
3.Print config page.
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:
1.Change Link Settings to 10Tx Half.
2.Click Apply.
3.Print config page.
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:
1.Change Link Settings to 10Tx Full.
2.Click Apply.
3.Print config page.
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:
1.Power cycle printer.
2.Print config page.
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:
1.Perform RND and RFD or a cold-reset. (Tap 230)
2.Print config page.
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:
1.Power cycle the printer.
2.Print config page.
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:
1.Change Link Settings to 100Tx Half.
2.Click Apply.
3.Print config page.
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:
1.Change Link Settings to 100Tx Full.
2.Click Apply.
3.Print config page.
est Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:
1.Power cycle printer.
2.Print config page.
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:
1.Perform RND and RFD or a cold-reset. (Tap 230)
2.Print config page.
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:
1.Power cycle the printer.
2.Print config page.",Dune-Ares2.0,Manual,Yes,Yes,,,,RFD-IP changes,
C52021175,1596 WINS-070,Workstream: Connectivity,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:

1.Ensure config page is reflecting the correct changes (e.g: ""WINS Status = Enabled with the correct IP addresses"")
2.Ensure when invalid characters is typed, EWS will reflect the error msg to user.
3.Ensure when user enter a ""dot"" cursor will jump to the next input text field.
4.EWS -> Network -> Status -> Wired (802.3) will show the correct settings.
Expected Result:

Config page should show the correct WINS settings even after printer is power cycled
Expected Result:

1.Config page should reflect the WINS status as ""Disabled"" with no IP addresses
2.Both config page and EWS should reflect printer's default settings.
Expected Result:

1.Config page should reflect the WINS status as ""Disabled"" with no IP addresses
2.Both config page and EWS should reflect printer's default settings.
Expected Result:

1.Ensure config page is reflecting the NEW WINS IP addresses (e.g: ""WINS Status = Enabled with the correct IP addresses"")
2.EWS -> Network -> Status -> Wired (802.3) will show the NEW WINS IP addresses
Expected Result:

Config page should show the correct WINS settings even after printer is power cycled
Expected Behaviour:

Config page should reflect the WINS status as ""Disabled"" with no IP addresses
Both config page and EWS should reflect printer's default settings.

*This should be checked and appled before and after power cycle the printer.","Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:

1.Check ""Enable WINS"".
2.Enter IP addresses for WINS primary and secondary server. (e.g: 192.168.16.13)
3.Print config page.
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:

1.Power cycle printer.
2.Print config page.
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:

1.Perform a cold-reset. (Tap 230)
2.Print config page.
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:

1.Power cycle the printer.
2.Print config page.
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:

1.Change WINS IP addresses to another different addresses. (Make changes to byte 3 and 4 only).
2.Click Apply
3.Print config page.
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:

1.Power cycle printer.
2.Print config page.
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Protocols: IPV4/IPV6

Test procedure:

1.Perform a cold-reset. (Tap 230)
2.Print config page.
3.Power cycle the printer.
4.Print config page.",Dune_Specific,Manual,Yes,Yes,,Yes,,Need clarification about Cold Reset ,
C52021176,P101 Win7_Mixed_Ping_IPv4,Workstream: Connectivity,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:

1.IPv4 address should ping
2.Hostname should ping
3.Link local IP should ping
4.Stateless IP should ping
5.Sateful IP should ping
Expected Result:
1. Local link IP should ping
2.Stateless IP should ping
3. Stateful IP should ping
Expected Result:
1. IPv4 IP should ping
2.Hostname should ping
Expected Result:

1.IPv4 address should ping
2.Hostname should ping
3.Link local IP should ping
4.Stateless IP should ping
5.Sateful IP should ping
Expected Result:
1. Local link IP should ping
2.Stateless IP should ping
3. Stateful IP should ping
Expected Result:
1. IPV4 address should ping
2. Hostname should ping","Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Ping:
Environment : Mixed Mode(Enable both IPv4 and IPv6) 
Protocol : IPv4,Hostname,LinkLocal,Stateless &  Stateful
OS: Win11


Steps:
1.Ping IPv4
2.Ping Hostname
3.Ping Local Link IP
4.Ping Stateless
5.Ping Stateful
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Ping:
Environment(Network protocol) : IPv6 only
Protocol : LinkLocal, Stateless,Stateful
OS: Win11

Steps:
1.Ping Local Link IP
2.Ping Stateless
3.Ping Stateful
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Ping:
Environment(Network protocol) :IPv4 only
Protocol :IPv4,Hostname
OS: Win11

Steps:
1.Ping IPv4
2.Ping Hostname
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Ping:
Environment(Network protocol) : Mixed Mode (Enable both IPv4 and IPv6)
Protocol : IPv4,Hostname,LinkLocal,Stateless & Stateful
OS: Win10

Steps:
1.Ping IPv4
2.Ping Hostname
3.Ping Local Link IP
4.Ping Stateless
5.Ping Stateful
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Ping:
Environment(Network protocol) : IPv6 only
Protocol : LinkLocal, Stateless,Stateful
OS: Win10

Steps:
1.Ping Local Link IP
2.Ping Stateless
3.Ping Stateful
Test Pre-Requisite:
Upgarde the printer with latest firmware.
Connect the device in wired/wireless network mode.
Ping:
Environment(Network protocol) :IPv4 only
Protocol : IPv4,Hostname
OS: Win10

Steps:
1.Ping IPv4
2.Ping Hostname",Dune-Ares2.0,Manual,Yes,Yes,,,,,
C52021177,Password by Default,Workstream: Connectivity,,EWS,Manual > Product_Shared > Connectivity > Wired-Connectivity > Management > EWS > EWS,"Expected Result:
1.A valid IP address can be obtained.
2.The printer's initial PIN number can be found in one of the corresponding places
3.PIN code can be used successfully and login successfully.
4.The default PIN should be display from the printer information page.
5.The default PIN should not be display from the printer status page.
Expected Result:
1.Can be applied successfully.
2.access to fail.
3.access to successful
4.The default PIN should not display from the printer information page.
5.The default PIN should not be display from the printer status page.


Expected Result:
1.Printer restore factory Settings successfully.
2.access to fail.
3.access to successful.
4.The default PIN should still be displayed from the printer information page.
5.The default PIN should not be display from the printer status page.
Expected results:
1.Printer restore network settings should be successful
2.Should be able to access with custom password
3.RND should not reset custom password","Step:
1.The printer is connected to a valid wired/wireless network.(Obtained IP: 192.168.103.xx)
2.To log into the EWS page, the pop-up box prompts you to enter a username and password.
3.The default PIN should be accessible from the following locations:
? Printed on a label on the back of the printer
? Printed on the printer information page
? Shown on the control panel (for products with graphical displays)
4.Enter the user name and PIN correctly.
5.Print printer info page and Look at the page for PIN information.
6.Print printer status report.
EWS -> Tools -> Product Information -> Supply Status -> Print Printer Status Report
Look at the page for PIN information.
Step:
1.EWS -> Settings -> Security -> Password Settings
2.Enter the new password and confirm that the password is the same.
3.Apply.
4.Reaccess EWS page & Use the original printer PIN.
5.Reaccess EWS page & Use the new printer password.
6.Print printer info page and Look at the page for PIN information.
(the printer should no longer display the default PIN on internal reports or control panel once the user has changed the administrator password.)
7..Print printer status report.
EWS -> Tools -> Product Information -> Supply Status -> Print Printer Status Report
Look at the page for PIN information.
Step:
1.Restore factory Settings for printer
2.The printer is reconnected to a valid network
Access EWS page.
Log in with the new password that the user changed
3.Re-use the default PIN number to access EWS
4.Print printer info page and Look at the page for PIN information.
5.Print printer status report and Look at the page for PIN information.
Steps:
1.perform RND for printer
2.The printer is reconnected to a valid network then access EWS page with changed password
3.Access EWS with default password",Dune-Ares2.0,Manual,,,Cannot be automated,,,un and pwd,
